fhrs_address,fhrs_lat,fhrs_lng,matched_address2,matched_lat,matched_lng
"Kentucky fried chicken, 32 Rye Lane, London, SE15 5BS",51.472256,-0.070053,"K F C, 32 RYE LANE, LONDON, SE15 5BS",51.47178837,-0.070103435
"Kgf (kingdom gift centre), 208 Rye Lane, London, SE15 4NL",51.466439,-0.066325,"K G C CHRISTIAN GIFTS, 208 RYE LANE, LONDON, SE15 4NL",51.46666146,-0.066216489
"Khan's bargain limited (grocery), 135 Rye Lane, London, SE15 4ST",51.469866,-0.068008,"KHANS BARGAIN LTD, 135 RYE LANE, LONDON, SE15 4ST",51.46980818,-0.06726411
"Khf, 35 Peckham High Street, London, SE15 5EB",51.473716,-0.07241,"35 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47359562,-0.071726321
"Kim lien, 47 Peckham High Street, London, SE15 5EB",51.473716,-0.07241,"KIN LIEN MINI MARKET, 47 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47352325,-0.071153388
"King valley fried chicken, 56 Gibbon Road, London, SE15 3XE",51.466568,-0.051835,"KING VALLEY FISH SHOP, 56 GIBBON ROAD, LONDON, SE15 3XE",51.46655807,-0.051823397
"Kitchen 54, 119 Queens Road, London, SE15 2EZ",51.473961,-0.059484,"KITCHEN 54, 119 QUEENS ROAD, LONDON, SE15 2EZ",51.47391289,-0.059343542
"Kna food centre, 92 Rye Lane, London, SE15 4RZ",51.469024,-0.068174,"K & A FOODS, 90 RYE LANE, LONDON, SE15 4RZ",51.46953202,-0.068514042
"Kristal pharmacy, 127 Evelina Road, London, SE15 3HB",51.466101,-0.056707,"KRISTALS PHARMACY, 127 EVELINA ROAD, LONDON, SE15 3HB",51.46605609,-0.056797454
"Krootown market, 5 Choumert Road, London, SE15 4SE",51.468211,-0.068496,"L P CORTURE, 5 CHOUMERT ROAD, LONDON, SE15 4SE",51.46792061,-0.068409319
"Kumasi market, 74 Peckham High Street, London, SE15 5ED",51.473722,-0.068436,"DIVINE MONEY SHOP, 74 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47343453,-0.069587573
"Le petit jardin, 48 Rye Lane, SE15 5BY",51.471164,-0.069782,"SABRINA, 68 RYE LANE, LONDON, SE15 5BY",51.47075255,-0.069456007
"Lerryn's, 200 Rye Lane, London, SE15 4NF",51.467202,-0.066768,"LERRYNS CAFE, 200 RYE LANE, LONDON, SE15 4NF",51.46689535,-0.066220998
"Lidl uk gmbh, 5 Bellenden Road, London, SE15 5BA",51.472484,-0.071325,"LIDL UK GMBH, 3 BELLENDEN ROAD, LONDON, SE15 5BA",51.47225192,-0.07055516
"Lime tree house, Lime Tree House, 2 Dundas Road, London, SE15 2DL",51.470272,-0.0545,"MANAGERS OFFICE, 2A LIME TREE HOUSE, 2 DUNDAS ROAD, LONDON, SE15 2DL",51.47026233,-0.054487734
"Lions fried chicken, 165 Queens Road, London, SE15 2ND",51.473679,-0.057091,"MORLEYS FRIED CHICKEN, 189 QUEENS ROAD, LONDON, SE15 2ND",51.47346028,-0.055906837
"Little hut, 59 Peckham High Street, London, SE15 5EB",51.473716,-0.07241,"LITTLE HUT, 59 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47356793,-0.070589917
"Little jungle nursery, 60a, Amott Road, London, SE15 4JD",51.464093,-0.070728,"LITTLE JUNGLE NURSERY, 60A AMOTT ROAD, LONDON, SE15 4JD",51.46393332,-0.071471417
"Little winners day nursery, 281, Rye Lane, London, SE15 4UA",51.46589,-0.0657,"LITTLE WINNERS NURSERY, 281 RYE LANE, LONDON, SE15 4UA",51.4659981,-0.065798219
"Lolak, 38 Choumert Road, London, SE15 4SE",51.468211,-0.068496,"LODAK AFRIQUE RESTAURANT, 38 CHOUMERT ROAD, LONDON, SE15 4SE",51.46811952,-0.06902003
"London self storage centre, 37 Peckham Road, London, SE5 8UH",51.474265,-0.079573,"67 PECKHAM ROAD, LONDON, SE5 8UH",51.47417484,-0.079621803
"M manze, 105 Peckham High Street, London, SE15 5RS",51.473836,-0.069309,"M MANZE PIE & MASH, 105 PECKHAM HIGH STREET, LONDON, SE15 5RS",51.47401673,-0.068900604
"Magic mind, 54 Linden Grove, London, SE15 3LF",51.463226,-0.059622,"54 LINDEN GROVE, LONDON, SE15 3LF",51.46247354,-0.058216506
"Man of kent, 2 Nunhead Green, London, SE15 3QF",51.465307,-0.058224,"MAN OF KENT, 2 NUNHEAD GREEN, LONDON, SE15 3QF",51.46475662,-0.058695463
"Mango associates, 145 Peckham High Street, London, SE15 5SL",51.474167,-0.066488,"MANGO ACCESSORIES, 145 PECKHAM HIGH STREET, LONDON, SE15 5SL",51.47417767,-0.06666183
"Mani caterers, 149, Copeland Road, London, SE15 3SN",51.469911,-0.064162,"PECKHAM CAR WASH, 141 COPELAND ROAD, LONDON, SE15 3SN",51.47000045,-0.065154518
"Marampa koya, 7 The Market, Choumert Road, London, SE15 4BG",51.464881,-0.07274,"SUNRISE CAFE, 7 THE MARKET, CHOUMERT ROAD, LONDON, SE15 4BG",51.468062,-0.067712248
"Mason & white ltd, 147, Peckham Hill Street, London, SE15 5JZ",51.474661,-0.06867,"LLOYDS PHARMACY, 147 PECKHAM HILL STREET, LONDON, SE15 5JZ",51.47486878,-0.068763819
"Mc neils, 26a, Peckham Rye, London, SE15 4JR",51.465565,-0.066722,"MCNEILS, 26A PECKHAM RYE, LONDON, SE15 4JR",51.46581739,-0.066771482
"Mcdonalds, 72 Rye Lane, London, SE15 5DQ",51.470269,-0.068985,"MCDONALDS RESTAURANTS LTD, 72 RYE LANE, LONDON, SE15 5DQ",51.47053712,-0.069479501
"Mfc (mediterranean food centre), 261 Rye Lane, London, SE15 4UR",51.466599,-0.06567,"MAGNET LTD, CO OPERATIVE HOUSE, 261 RYE LANE, LONDON, SE15 4UR",51.46653539,-0.065660319
"Mighty fine kitchen ltd, Unit 11 Print Village, 58 Chadwick Road, London, SE15 4PU",51.467827,-0.074127,"91 CHADWICK ROAD, LONDON, SE15 4PU",51.46781073,-0.074302674
"Monley's, 2a, Kirkwood Road, London, SE15 3XX",51.466971,-0.058254,"MONLEYS CHICKEN, 2A KIRKWOOD ROAD, LONDON, SE15 3XX",51.46602475,-0.057619432
"Morleys fried chicken, 163 Rye Lane, London, SE15 4TL",51.468604,-0.067241,"APEX, 163 RYE LANE, LONDON, SE15 4TL",51.46857752,-0.067344913
"Morleys fried chicken, 189 Queens Road, London, SE15 2ND",51.473679,-0.057091,"MORLEYS FRIED CHICKEN, 189 QUEENS ROAD, LONDON, SE15 2ND",51.47346028,-0.055906837
"Morleys fried chicken, 10 Peckham High Street, London, SE15 5DT",51.473415,-0.072697,"DIXIE FRIED CHICKEN, 16 PECKHAM HIGH STREET, LONDON, SE15 5DT",51.47326762,-0.072560927
"Morrisons, Morrisons Petrol Station The, Rye Lane, London, SE15 5EW",51.472746,-0.068693,"TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094
"Morrisons, Unit 3 The Aylesham Centre, Rye Lane, London, SE15 5EW",51.472746,-0.068693,"TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094
"Muana london, Unit 2, 12 Blenheim Grove, London, SE15 4QL",51.469437,-0.070302,"MUANA LONDON, UNIT 2, 12 BLENHEIM GROVE, LONDON, SE15 4QL",51.46973259,-0.069225493
"New london butchers, 52 Rye Lane, London, SE15 5BY",51.471164,-0.069782,"LONDON BUTCHERS LTD, 52 RYE LANE, LONDON, SE15 5BY",51.4711534,-0.06977026
"New lotus king, 176 Bellenden Road, London, SE15 4BW",51.466859,-0.073218,"LOTUS HOUSE TAKE AWAY, 176 BELLENDEN ROAD, LONDON, SE15 4BW",51.46719328,-0.072845715
"Nisa nunhead express, 2 Kirkwood Road, London, SE15 3XX",51.466971,-0.058254,"NUNHEAD EXPRESS, 2 KIRKWOOD ROAD, LONDON, SE15 3XX",51.46601576,-0.057619813
"No67, 67 Peckham Road, London, SE5 8UH",51.474304,-0.079787,"67 PECKHAM ROAD, LONDON, SE5 8UH",51.47417484,-0.079621803
"Noodle house, 63 Peckham High Street, London, SE15 5EB",51.473716,-0.07241,"63 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47354901,-0.070533116
"Nunhead green community centre, 56 Nunhead Lane, London, SE15 3TU",51.463807,-0.061556,"50 NUNHEAD LANE, LONDON, SE15 3TU",51.46404837,-0.061000195
"Nunhead pound express, 108 Evelina Road, London, SE15 3HL",51.466607,-0.056326,"HAIR STYLE PLUS, 108 EVELINA ROAD, LONDON, SE15 3HL",51.4664406,-0.056665939
"O'bar/obalande suya, 43A, Peckham High Street, London, SE15 5EB",51.473716,-0.07241,"OBALENDE SUYA, 43 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47375193,-0.071388536
"Old nuns head, The Old Nuns Head, 15 Nunhead Green, London, SE15 3QQ",51.465286,-0.05965,"OLD NUNS HEAD, 15 NUNHEAD GREEN, LONDON, SE15 3QQ",51.46527581,-0.05963803
"Ownlife ltd, 90 Astbury Road, London, SE15 2NW",51.475812,-0.055027,"90 ASTBURY ROAD, LONDON, SE15 2NW",51.47579799,-0.054799415
"Ozzies cafe, 192A, Rye Lane, London, SE15 4NF",51.467136,-0.066583,"OZZIES COFFEE SHOP, 192A RYE LANE, LONDON, SE15 4NF",51.46706114,-0.066458748
"Pak butchers (peckham) limited, Unit 14 The Aylesham Centre, Rye Lane, London, SE15 5EW",51.472746,-0.068693,"PAK BUTCHERS (PECKHAM) LTD, UNIT 14, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094
"Palace chinese, 22 Gibbon Road, London, SE15 2AS",51.468035,-0.052406,"22 GIBBON ROAD, LONDON, SE15 2AS",51.46806103,-0.05243608
"Payless, 121, Peckham High Street, London, SE15 5SF",51.474134,-0.067771,"POST OFFICE, 121 PECKHAM HIGH STREET, LONDON, SE15 5SF",51.47412381,-0.067758495
"Payless, 94 Peckham Road, London, SE15 5PY",51.473999,-0.07705,"FLAT 7, PELICAN HOUSE, 92 PECKHAM ROAD, LONDON, SE15 5PY",51.47405151,-0.077035021
"Payless food and wine, 176 Peckham High Street, London, SE15 5EG",51.473707,-0.065326,"PAYLESS FOOD & WINE, 176 PECKHAM HIGH STREET, LONDON, SE15 5EG",51.47369682,-0.06531419
"Payless supermarket, 10 Gibbon Road, London, SE15 2AS",51.468035,-0.052406,"10 GIBBON ROAD, LONDON, SE15 2AS",51.46829047,-0.052714271
"Peckham afro foods ltd, 64 Rye Lane, London, SE15 5BY",51.471164,-0.069782,"AFRO FOODS, 64 RYE LANE, LONDON, SE15 5BY",51.47087222,-0.069623741
"Peckham afro foods ltd, 71 Rye Lane, London, SE15 5EX",51.471369,-0.069169,"PECKHAM AFRO FOODS, 71 RYE LANE, LONDON, SE15 5EX",51.47135913,-0.06915682
"Peckham greengrocers, 50 Rye Lane, London, SE15 5BY",51.471164,-0.069782,"PECKHAM GREENGROCERS, 50 RYE LANE, LONDON, SE15 5BY",51.47118959,-0.069783131
"Peckham liberal club, 24 Elm Grove, London, SE15 5DE",51.470788,-0.071008,"PECKHAM LIBERAL CLUB, 24 ELM GROVE, LONDON, SE15 5DE",51.47077789,-0.070995606
"Peckham refreshment rooms, Unit 4, 12 Blenheim Grove, London, SE15 4QL",51.469437,-0.070302,"THE SUNDAY PAINTER, 12 BLENHEIM GROVE, LONDON, SE15 4QL",51.46973259,-0.069225493
"Peckhamplex, 95A, Rye Lane, London, SE15 4ST",51.469866,-0.068008,"PREMIER CINEMA, 95A RYE LANE, LONDON, SE15 4ST",51.47104814,-0.068838777
"Persepolis - taste of persia, 28 Peckham High Street, London, SE15 5DT",51.473393,-0.072453,"PERSEOPOLIS FOOD, 28 PECKHAM HIGH STREET, LONDON, SE15 5DT",51.47333714,-0.071866817
"Petitou, 63 Choumert Road, London, SE15 4AR",51.46755,-0.070986,"PETITOU CAFE, 63 CHOUMERT ROAD, LONDON, SE15 4AR",51.4674158,-0.071612534
"Pished fish smokery, 38 Shenley Road, London, SE5 8NN",51.472515,-0.080927,"38 SHENLEY ROAD, LONDON, SE5 8NN",51.47239687,-0.080877209
"Pound time plus, 131 Queens Road, London, SE15 2NB",51.475145,-0.058728,"14 KINGS GROVE, LONDON, SE15 2NB",51.47437916,-0.058718955
"Poundland, Unit 5 The Aylesham Centre, Rye Lane, London, SE15 5EW",51.472746,-0.068693,"TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094
"Poundstretcher ltd, Unit 1 To 2 Bellenden Road Bu, Bellenden Road, London, SE15 4RF",51.46886,-0.072989,"UNIT 1, BELLENDEN ROAD BUSINESS CENTRE, BELLENDEN ROAD, LONDON, SE15 4RF",51.46912347,-0.073196329
"Price cutter food & wine, 12 Peckham High Street, London, SE15 5DT",51.473393,-0.072453,"NANCY NEWSAGENT, 12 PECKHAM HIGH STREET, LONDON, SE15 5DT",51.47345114,-0.072783586
"Primark, 51 Rye Lane, London, SE15 5EY",51.471885,-0.069349,"PRIMARK STORES LTD, 51 RYE LANE, LONDON, SE15 5EY",51.47187467,-0.06933664
"Prince albert, 111 Bellenden Road, London, SE15 4QY",51.467913,-0.072281,"PRINCE ALBERT, 111 BELLENDEN ROAD, LONDON, SE15 4QY",51.46826266,-0.072253532
"Pyrotechnist arms, 39 Nunhead Green, London, SE15 3QF",51.465307,-0.058224,"THE PYROTECHNISTS, 39 NUNHEAD GREEN, LONDON, SE15 3QF",51.46606148,-0.058208162
"Queen's coffee bar, 2b, Kings Grove, London, SE15 2NB",51.475145,-0.058728,"QUEENS COFFEE BAR, 2B KINGS GROVE, LONDON, SE15 2NB",51.47386884,-0.058855819
"Queens kitchen, 23 Peckham High Street, London, SE15 5EB",51.473716,-0.07241,"QUEENS KITCHEN, 23 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.4737439,-0.072540851
"Queens oak care centre, 64 Queens Road, London, SE15 2QL",51.473535,-0.060337,"QUEENS OAK CARE CENTRE, 64 QUEENS ROAD, LONDON, SE15 2QL",51.47352446,-0.060324804
"R c patel, 62 Nunhead Lane, London, SE15 3QE",51.464633,-0.059865,"62 NUNHEAD LANE, LONDON, SE15 3QE",51.46447263,-0.058923467
"Rainbow breakfast and after school club, Baptist Church, Amott Road, London, SE15 4HU",51.463914,-0.070247,"AMOTT ROAD BAPTIST CHURCH, AMOTT ROAD, LONDON, SE15 4HU",51.46348826,-0.071749317
"Rakhs news, 157, Peckham Hill Street, London, SE15 5JZ",51.474661,-0.06867,"RAKIS NEWS, 157 PECKHAM HILL STREET, LONDON, SE15 5JZ",51.47464222,-0.068658188
"Red cow, Red Cow, 190, Peckham High Street, London, SE15 5EG",51.473707,-0.065326,"THE RED COW, 188 PECKHAM HIGH STREET, LONDON, SE15 5EG",51.47370454,-0.064147487
"Rising stars nursery, The Peckham Hill Street Surger, 143, Peckham Hill Street, London, SE15 5JZ",51.474707,-0.068682,"RISING STARS NURSERY, 143 PECKHAM HILL STREET, LONDON, SE15 5JZ",51.47496739,-0.068745254
"Rnr green grocers, 146, Rye Lane, London, SE15 4RZ",51.469024,-0.068174,"K & K BUTCHERS, 146 RYE LANE, LONDON, SE15 4RZ",51.46827011,-0.067789843
"Rock news, 46 Peckham Road, London, SE5 8PX",51.473606,-0.079989,"ROCKY NEWS, 46 PECKHAM ROAD, LONDON, SE5 8PX",51.47343384,-0.081049682
"Roosters hut, 177, Rye Lane, London, SE15 4TP",51.467685,-0.066603,"CHICKEN COTTAGE, 177 RYE LANE, LONDON, SE15 4TP",51.46818684,-0.067102259
"Ropharm chemist, 169 Rye Lane, London, SE15 4TL",51.468604,-0.067241,"ROPHARM CHEMIST, 169 RYE LANE, LONDON, SE15 4TL",51.46846684,-0.067176814
"Royal caribbean spice bakery, 170 Bellenden Road, London, SE15 4BW",51.466859,-0.073218,"CARIBBEAN SPICE BAKERY, 170 BELLENDEN ROAD, LONDON, SE15 4BW",51.46728172,-0.072755602
"Royal mail, Peckham Delivery Office, 2 Highshore Road, London, SE15 5AU",51.471776,-0.070937,"ROYAL MAIL, PECKHAM DELIVERY OFFICE 2, HIGHSHORE ROAD, LONDON, SE15 5AU",51.47176593,-0.07092513
"Ruby colls house, 15 Colls Road, London, SE15 2NS",51.475268,-0.053682,"15 COLLS ROAD, LONDON, SE15 2NS",51.47504248,-0.053708344
"Rudds, 121 Evelina Road, London, SE15 3HB",51.466101,-0.056707,"RUDD & SON GREENGROCERS, 121 EVELINA ROAD, LONDON, SE15 3HB",51.46613315,-0.056563823
"Rye express, Unit 1, 137, Rye Lane, London, SE15 4ST",51.469866,-0.068008,"SOUTH LONDON TEMPLE, 117 RYE LANE, LONDON, SE15 4ST",51.47025921,-0.068440133
"Rye lane news and off licence, 164 Rye Lane, London, SE15 4NB",51.467853,-0.067518,"RYE LANE NEWS, 164 RYE LANE, LONDON, SE15 4NB",51.46777916,-0.067465037
"Rye news, 34 Peckham Rye, London, SE15 4JR",51.465565,-0.066722,"RYE NEWS, 34 PECKHAM RYE, LONDON, SE15 4JR",51.46564437,-0.066705802
"Rye oak school & childrens centre, Rye Oak Primary School, Whorlton Road, London, SE15 3PD",51.46415,-0.064377,"RYE OAK PRIMARY SCHOOL, WHORLTON ROAD, LONDON, SE15 3PD",51.46452461,-0.063153926
"S g convenience store (grocery), 40 Nunhead Lane, London, SE15 3TU",51.463807,-0.061556,"S G CONVENIENCE, 40 NUNHEAD LANE, LONDON, SE15 3TU",51.46385924,-0.06152649
"Sabinah food store, 8 Choumert Road, London, SE15 4SE",51.468211,-0.068496,"MARAMPA KAYA, 8 CHOUMERT ROAD, LONDON, SE15 4SE",51.46823962,-0.068122285
"Saffronland homes, 29 Fenwick Road, London, SE15 4HS",51.463304,-0.068689,"29 FENWICK ROAD, LONDON, SE15 4HS",51.46339313,-0.068701281
"Sakhi quality meat, 6 Rye Lane, London, SE15 5BS",51.472256,-0.070053,"SAKHI, 6 RYE LANE, LONDON, SE15 5BS",51.4728587,-0.070115861
"Sakisatu foods, Unit 27 K&S Indoor Market, 135a, Rye Lane, London, SE15 4ST",51.469866,-0.068008,"K & S INDOOR MARKET, 135A RYE LANE, LONDON, SE15 4ST",51.46980818,-0.06726411
"Sam's kebab, 163 Bellenden Road, London, SE15 4DH",51.466882,-0.072468,"SAMS KEBABS, 163 BELLENDEN ROAD, LONDON, SE15 4DH",51.46660679,-0.072726452
"Seafood superstores, 213 Rye Lane, London, SE15 4TP",51.467685,-0.066603,"LONDON SEAFOOD LTD, 213 RYE LANE, LONDON, SE15 4TP",51.46755586,-0.066466628
"Shangeetha supermarket limited, 58 Peckham High Street, London, SE15 5DP",51.473214,-0.070891,"CRACKERJACKS, 58 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.47310631,-0.070407801
"Silver fish bar, 50 Gibbon Road, London, SE15 3XE",51.466568,-0.051835,"50 GIBBON ROAD, LONDON, SE15 3XE",51.46709342,-0.051570232
"Small white elephant, 28 Choumert Road, London, SE15 4SE",51.468211,-0.068496,"SMALL WHITE ELEPHANT LTD, 28 CHOUMERT ROAD, LONDON, SE15 4SE",51.46816751,-0.068658055
"Solochi food and drink ltd, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH",51.464622,-0.081619,"ALBRIGHTON COMMUNITY CENTRE, 37 ALBRIGHTON ROAD, LONDON, SE22 8AH",51.46461219,-0.081606948
"Souhampton way care home, 296 Southampton Way, London, SE5 7HQ",51.47541,-0.078632,"292 SOUTHAMPTON WAY, LONDON, SE5 7HQ",51.47573214,-0.078620377
"Southwark day centre for asylum seekers, Copleston Centre, Copleston Road, London, SE15 4AN",51.466197,-0.077306,"COPLESTON CENTRE, COPLESTON ROAD, LONDON, SE15 4AN",51.46582254,-0.076992274
"Spices, 91 Evelina Road, London, SE15 3HL",51.466607,-0.056326,"CROSSWAYS CAFE, 93 EVELINA ROAD, LONDON, SE15 3HL",51.46676037,-0.055342177
"Spinners bakery ltd, 165 Rye Lane, London, SE15 4TL",51.468604,-0.067241,"SPINNERS BAKERY, 165 RYE LANE, LONDON, SE15 4TL",51.46855009,-0.067317277
"St andrews nursing home, 64 Choumert Road, London, SE15 4AX",51.467841,-0.071132,"ST. ANDREWS NURSING HOME, 64 CHOUMERT ROAD, LONDON, SE15 4AX",51.46794126,-0.070755302
"St. thomas the apostle church (licensed bar), 81 Evelina Road, London, SE15 3HL",51.466607,-0.056326,"ST. THOMAS THE APOSTLE CHURCH, 81 EVELINA ROAD, LONDON, SE15 3HL",51.46740674,-0.054191671
"St. thomas the apostle church (place of worship/church), 81 Evelina Road, London, SE15 3HL",51.466607,-0.056326,"ST. THOMAS THE APOSTLE CHURCH, 81 EVELINA ROAD, LONDON, SE15 3HL",51.46740674,-0.054191671
"Staff bar - camberwell college of arts and design, 45 Peckham Road, London, SE5 8UF",51.474068,-0.080733,"CAMBERWELL COLLEGE OF ARTS, 45 PECKHAM ROAD, LONDON, SE5 8UF",51.47411664,-0.079912243
"Star noodles, 114 Rye Lane, London, SE15 4RZ",51.469024,-0.068174,"STARNOODLE, 114 RYE LANE, LONDON, SE15 4RZ",51.46901364,-0.068161581
"Stella's groceries and vegetables limited, 154 Rye Lane, London, SE15 4NB",51.467853,-0.067518,"STELLA, 154 RYE LANE, LONDON, SE15 4NB",51.46802463,-0.067627439
"Subway peckham, 1 Central Buildings, Rye Lane, London, SE15 5DW",51.473218,-0.070056,"ALBEMARLE & BOND, 2 CENTRAL BUILDINGS, RYE LANE, LONDON, SE15 5DW",51.47320823,-0.070043512
"Superdrug stores plc, 38 Rye Lane, London, SE15 5BY",51.471164,-0.069782,"SUPERDRUG STORES PLC, 42 RYE LANE, LONDON, SE15 5BY",51.47143317,-0.069830446
"Swaizie food store, 1a, Choumert Road, London, SE15 4SE",51.468211,-0.068496,"AUGUSTAS OFF LICENSE, 1A CHOUMERT ROAD, LONDON, SE15 4SE",51.46792699,-0.068250673
"T & s afro cosmetics and food and wine, 213A, Rye Lane, London, SE15 4TP",51.467685,-0.066603,"T & S AFRO COSMETICS, 213A RYE LANE, LONDON, SE15 4TP",51.46752701,-0.066352666
"Tastes, 12a, Rye Lane, London, SE15 5BS",51.47232,-0.070093,"12A RYE LANE, LONDON, SE15 5BS",51.47265036,-0.070023859
"Tesco stores ltd, 151, Queens Road, London, SE15 2ND",51.473679,-0.057091,"TESCO, 151 QUEENS ROAD, LONDON, SE15 2ND",51.47362481,-0.057152615
"Tesco stores ltd, Unit 1, 265 Rye Lane, London, SE15 4UR",51.466599,-0.06567,"TESCO, CO OPERATIVE HOUSE, 265 RYE LANE, LONDON, SE15 4UR",51.466411,-0.065751964
"The beer rebellion, 129 Queens Road, London, SE15 2NB",51.47509,-0.058716,"12 KINGS GROVE, LONDON, SE15 2NB",51.47434321,-0.058720481
"The begging bowl, Part Ground Floor, 168 Bellenden Road, London, SE15 4BW",51.466859,-0.073218,"THE BEGGING BOWL, 168 BELLENDEN ROAD, LONDON, SE15 4BW",51.46731034,-0.07285518
"The cadeleigh arms, 43 Lyndhurst Grove, London, SE15 5AN",51.470287,-0.08046,"CADLEIGH ARMS, 43 LYNDHURST GROVE, LONDON, SE15 5AN",51.47024658,-0.079714768
"The camden society, 133, Queens Road, London, SE15 2ND",51.473679,-0.057091,"THE CAMDEN SOCIETY, QUEENS ROAD DAY CENTRE 133, QUEENS ROAD, LONDON, SE15 2ND",51.47368245,-0.05846054
"The childrens society, 91 Queens Road, London, SE15 2EZ",51.473961,-0.059484,"THE CHILDRENS SOCIETY, 91 QUEENS ROAD, LONDON, SE15 2EZ",51.47417623,-0.060585153
"The clf art cafe, 133 Copeland Road, London, SE15 3SN",51.469911,-0.064162,"P R FREDDI, 131 COPELAND ROAD, LONDON, SE15 3SN",51.46995715,-0.067146802
"The golden anchor, 16 Evelina Road, London, SE15 2DX",51.469161,-0.052013,"THE GOLDEN ANCHOR, 16 EVELINA ROAD, LONDON, SE15 2DX",51.46943618,-0.052391918
"The great wall, 24 Nunhead Green, London, SE15 3QF",51.465307,-0.058224,"THE GREAT WALL, 24 NUNHEAD GREEN, LONDON, SE15 3QF",51.46512738,-0.058276611
"The greyhound, 109 Peckham High Street, London, SE15 5SE",51.474117,-0.068362,"THE GREYHOUND, 109 PECKHAM HIGH STREET, LONDON, SE15 5SE",51.47416452,-0.068591966
"The kentish drovers, 71 Peckham High Street, London, SE15 5RS",51.473836,-0.069309,"KENTISH DROVERS, 71 PECKHAM HIGH STREET, LONDON, SE15 5RS",51.4736961,-0.070181317
"The lovely house, 119 Bellenden Road, London, SE15 4QY",51.467913,-0.072281,"LOVELY HOUSE RESTAURANT, 119 BELLENDEN ROAD, LONDON, SE15 4QY",51.4679032,-0.072268683
"The melange chocolate, 184 Bellenden Road, London, SE15 4BW",51.466859,-0.073218,"THE MELANGE CHOCOLATE, 184 BELLENDEN ROAD, LONDON, SE15 4BW",51.46703294,-0.072938856
"The mighty pound, Unit 2, 117, Rye Lane, London, SE15 4ST",51.469866,-0.068008,"MIGHTY POUND, 117 RYE LANE, LONDON, SE15 4ST",51.47025921,-0.068440133
"The montpelier, 43 Choumert Road, London, SE15 4AR",51.46755,-0.070986,"THE MONTPELIER, 43 CHOUMERT ROAD, LONDON, SE15 4AR",51.46756429,-0.070252884
"The nags head, 231, Rye Lane, London, SE15 4TP",51.467685,-0.066603,"THE NAGS HEAD, 231 RYE LANE, LONDON, SE15 4TP",51.46721269,-0.065833242
"The peckham pelican, Pelican House, 92 Peckham Road, London, SE15 5PY",51.473999,-0.07705,"FLAT 7, PELICAN HOUSE, 92 PECKHAM ROAD, LONDON, SE15 5PY",51.47405151,-0.077035021
"The victorian inn, Victoria Inn, 77 Choumert Road, London, SE15 4AR",51.46755,-0.070986,"THE VICTORIA INN, 77 CHOUMERT ROAD, LONDON, SE15 4AR",51.46737016,-0.072118377
"The villa nursery, 54 Lyndhurst Grove, London, SE15 5AH",51.469945,-0.076068,"54 LYNDHURST GROVE, LONDON, SE15 5AH",51.46988272,-0.077815049
"The white horse, 20 Peckham Rye, London, SE15 4JR",51.465565,-0.066722,"WHITE HORSE, 20 PECKHAM RYE, LONDON, SE15 4JR",51.46605045,-0.067336516
"Three c's, 184, Rye Lane, London, SE15 4NF",51.467136,-0.066583,"CROSSWAYS, 184 RYE LANE, LONDON, SE15 4NF",51.46724727,-0.066839616
"Timgrace variety stores, 94 Peckham High Street, London, SE15 5ED",51.473722,-0.068436,"TIMOGRACE VARIETY STORES, 94 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47366602,-0.068901015
"Tops caribbean, 173 Queens Road, London, SE15 2ND",51.473679,-0.057091,"TOPS CARRIBEAN, 173 QUEENS ROAD, LONDON, SE15 2ND",51.47355165,-0.056536538
"Total uk ltd (spar), 37 Peckham Road, London, SE5 8UH",51.474265,-0.079573,"67 PECKHAM ROAD, LONDON, SE5 8UH",51.47417484,-0.079621803
"Truly african ltd, 94 Rye Lane, London, SE15 4RZ",51.469024,-0.068174,"LAY CASH & CARRY, 94 RYE LANE, LONDON, SE15 4RZ",51.46945091,-0.068503069
"Two sisters, 4 Gibbon Road, London, SE15 2AS",51.468035,-0.052406,"TWO SISTERS TANDOORI, 4 GIBBON ROAD, LONDON, SE15 2AS",51.46840968,-0.052853175
"Uk food store ltd, 30 Rye Lane, London, SE15 5BS",51.472256,-0.070053,"UK FOODS, 30 RYE LANE, LONDON, SE15 5BS",51.47189645,-0.070113274
"United meats butchers, 62 Peckham High Street, London, SE15 5DP",51.473214,-0.070891,"UNITED MEATS, 62 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.47311316,-0.070277916
