classification_code,classification_desc,fhrs_address,matched_address,matched_lat,matched_lng,uprn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Morleys fried chicken, 189 Queens Road, London, SE15 2ND","MORLEYS FRIED CHICKEN, 189 QUEENS ROAD, LONDON, SE15 2ND",51.47346028,-0.055906837,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR04,Additional Mail / Packet Addressee,"Morleys fried chicken, 10 Peckham High Street, London, SE15 5DT","DIXIE FRIED CHICKEN, 16 PECKHAM HIGH STREET, LONDON, SE15 5DT",51.47326762,-0.072560927,10091837532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01,Office / Work Studio,"Morrisons, Morrisons Petrol Station The, Rye Lane, London, SE15 5EW","TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01,Office / Work Studio,"Morrisons, Unit 3 The Aylesham Centre, Rye Lane, London, SE15 5EW","TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Muana london, Unit 2, 12 Blenheim Grove, London, SE15 4QL","MUANA LONDON, UNIT 2, 12 BLENHEIM GROVE, LONDON, SE15 4QL",51.46973259,-0.069225493,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"New london butchers, 52 Rye Lane, London, SE15 5BY","LONDON BUTCHERS LTD, 52 RYE LANE, LONDON, SE15 5BY",51.4711534,-0.06977026,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"New lotus king, 176 Bellenden Road, London, SE15 4BW","LOTUS HOUSE TAKE AWAY, 176 BELLENDEN ROAD, LONDON, SE15 4BW",51.46719328,-0.072845715,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Nisa nunhead express, 2 Kirkwood Road, London, SE15 3XX","NUNHEAD EXPRESS, 2 KIRKWOOD ROAD, LONDON, SE15 3XX",51.46601576,-0.057619813,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD04,Terraced,"No67, 67 Peckham Road, London, SE5 8UH","67 PECKHAM ROAD, LONDON, SE5 8UH",51.47417484,-0.079621803,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP,Property Shell,"Noodle house, 63 Peckham High Street, London, SE15 5EB","63 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47354901,-0.070533116,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD04,Terraced,"Nunhead green community centre, 56 Nunhead Lane, London, SE15 3TU","50 NUNHEAD LANE, LONDON, SE15 3TU",51.46404837,-0.061000195,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP,Property Shell,"Nunhead pound express, 108 Evelina Road, London, SE15 3HL","HAIR STYLE PLUS, 108 EVELINA ROAD, LONDON, SE15 3HL",51.4664406,-0.056665939,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR04,Additional Mail / Packet Addressee,"O'bar/obalande suya, 43A Peckham High Street, London, SE15 5EB","OBALENDE SUYA, 43 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.47375193,-0.071388536,10091837437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"Old nuns head, The Old Nuns Head, 15 Nunhead Green, London, SE15 3QQ","OLD NUNS HEAD, 15 NUNHEAD GREEN, LONDON, SE15 3QQ",51.46527581,-0.05963803,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD04,Terraced,"Ownlife ltd, 90 Astbury Road, London, SE15 2NW","90 ASTBURY ROAD, LONDON, SE15 2NW",51.47579799,-0.054799415,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR07,Restaurant / Cafeteria,"Ozzies cafe, 192A Rye Lane, London, SE15 4NF","OZZIES COFFEE SHOP, 192A RYE LANE, LONDON, SE15 4NF",51.46706114,-0.066458748,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Pak butchers (peckham) limited, Unit 14 The Aylesham Centre, Rye Lane, London, SE15 5EW","PAK BUTCHERS (PECKHAM) LTD, UNIT 14, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Palace chinese, 22 Gibbon Road, London, SE15 2AS","22 GIBBON ROAD, LONDON, SE15 2AS",51.46806103,-0.05243608,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Payless, 121 Peckham High Street, London, SE15 5SF","POST OFFICE, 121 PECKHAM HIGH STREET, LONDON, SE15 5SF",51.47412381,-0.067758495,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"Payless, 94 Peckham Road, London, SE15 5PY","FLAT 7, PELICAN HOUSE, 92 PECKHAM ROAD, LONDON, SE15 5PY",51.47405151,-0.077035021,10009805551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Payless food and wine, 176 Peckham High Street, London, SE15 5EG","PAYLESS FOOD & WINE, 176 PECKHAM HIGH STREET, LONDON, SE15 5EG",51.47369682,-0.06531419,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Payless supermarket, 10 Gibbon Road, London, SE15 2AS","10 GIBBON ROAD, LONDON, SE15 2AS",51.46829047,-0.052714271,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Peckham afro foods ltd, 64 Rye Lane, London, SE15 5BY","AFRO FOODS, 64 RYE LANE, LONDON, SE15 5BY",51.47087222,-0.069623741,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Peckham afro foods ltd, 71 Rye Lane, London, SE15 5EX","PECKHAM AFRO FOODS, 71 RYE LANE, LONDON, SE15 5EX",51.47135913,-0.06915682,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01,Office / Work Studio,"Peckham greengrocers, 50 Rye Lane, London, SE15 5BY","PECKHAM GREENGROCERS, 50 RYE LANE, LONDON, SE15 5BY",51.47118959,-0.069783131,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Peckham liberal club, 24 Elm Grove, London, SE15 5DE","PECKHAM LIBERAL CLUB, 24 ELM GROVE, LONDON, SE15 5DE",51.47077789,-0.070995606,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL04,Museum / Gallery,"Peckham refreshment rooms, Unit 4, 12 Blenheim Grove, London, SE15 4QL","THE SUNDAY PAINTER, 12 BLENHEIM GROVE, LONDON, SE15 4QL",51.46973259,-0.069225493,10090286666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL07CI,Cinema,"Peckhamplex, 95A Rye Lane, London, SE15 4ST","PREMIER CINEMA, 95A RYE LANE, LONDON, SE15 4ST",51.47104814,-0.068838777,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR,Retail,"Persepolis - taste of persia, 28 Peckham High Street, London, SE15 5DT","PERSEOPOLIS FOOD, 28 PECKHAM HIGH STREET, LONDON, SE15 5DT",51.47333714,-0.071866817,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Petitou, 63 Choumert Road, London, SE15 4AR","PETITOU CAFE, 63 CHOUMERT ROAD, LONDON, SE15 4AR",51.4674158,-0.071612534,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD04,Terraced,"Pished fish smokery, 38 Shenley Road, London, SE5 8NN","38 SHENLEY ROAD, LONDON, SE5 8NN",51.47239687,-0.080877209,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"Pound time plus, 131 Queens Road, London, SE15 2NB","FIRST FLOOR BACK FLAT, QUAY HOUSE 2C, KINGS GROVE, LONDON, SE15 2NB",51.47389247,-0.058653219,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01,Office / Work Studio,"Poundland, Unit 5 The Aylesham Centre, Rye Lane, London, SE15 5EW","TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI03,Workshop / Light Industrial,"Poundstretcher ltd, Unit 1 To 2 Bellenden Road Bu, Bellenden Road, London, SE15 4RF","UNIT 1, BELLENDEN ROAD BUSINESS CENTRE, BELLENDEN ROAD, LONDON, SE15 4RF",51.46912347,-0.073196329,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Price cutter food & wine, 12 Peckham High Street, London, SE15 5DT","NANCY NEWSAGENT, 12 PECKHAM HIGH STREET, LONDON, SE15 5DT",51.47345114,-0.072783586,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Primark, 51 Rye Lane, London, SE15 5EY","PRIMARK STORES LTD, 51 RYE LANE, LONDON, SE15 5EY",51.47187467,-0.06933664,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"Prince albert, 111 Bellenden Road, London, SE15 4QY","PRINCE ALBERT, 111 BELLENDEN ROAD, LONDON, SE15 4QY",51.46826266,-0.072253532,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"Pyrotechnist arms, 39 Nunhead Green, London, SE15 3QF","THE PYROTECHNISTS, 39 NUNHEAD GREEN, LONDON, SE15 3QF",51.46606148,-0.058208162,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Queen's coffee bar, 2b Kings Grove, London, SE15 2NB","QUEENS COFFEE BAR, 2B KINGS GROVE, LONDON, SE15 2NB",51.47386884,-0.058855819,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Queens kitchen, 23 Peckham High Street, London, SE15 5EB","QUEENS KITCHEN, 23 PECKHAM HIGH STREET, LONDON, SE15 5EB",51.4737439,-0.072540851,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI01,Care / Nursing Home,"Queens oak care centre, 64 Queens Road, London, SE15 2QL","QUEENS OAK CARE CENTRE, 64 QUEENS ROAD, LONDON, SE15 2QL",51.47352446,-0.060324804,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"R c patel, 62 Nunhead Lane, London, SE15 3QE","62 NUNHEAD LANE, LONDON, SE15 3QE",51.46447263,-0.058923467,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZW99CH,Church,"Rainbow breakfast and after school club, Baptist Church, Amott Road, London, SE15 4HU","AMOTT ROAD BAPTIST CHURCH, AMOTT ROAD, LONDON, SE15 4HU",51.46348826,-0.071749317,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Rakhs news, 157 Peckham Hill Street, London, SE15 5JZ","RAKIS NEWS, 157 PECKHAM HILL STREET, LONDON, SE15 5JZ",51.47464222,-0.068658188,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"Red cow, Red Cow, 190 Peckham High Street, London, SE15 5EG","THE RED COW, 188 PECKHAM HIGH STREET, LONDON, SE15 5EG",51.47370454,-0.064147487,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM02,General Practice Surgery / Clinic,"Rising stars nursery, The Peckham Hill Street Surger, 143 Peckham Hill Street, London, SE15 5JZ","RISING STARS NURSERY, 143 PECKHAM HILL STREET, LONDON, SE15 5JZ",51.47496739,-0.068745254,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Rnr green grocers, 146 Rye Lane, London, SE15 4RZ","K & K BUTCHERS, 146 RYE LANE, LONDON, SE15 4RZ",51.46827011,-0.067789843,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Rock news, 46 Peckham Road, London, SE5 8PX","ROCKY NEWS, 46 PECKHAM ROAD, LONDON, SE5 8PX",51.47343384,-0.081049682,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Roosters hut, 177 Rye Lane, London, SE15 4TP","CHICKEN COTTAGE, 177 RYE LANE, LONDON, SE15 4TP",51.46818684,-0.067102259,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Ropharm chemist, 169 Rye Lane, London, SE15 4TL","ROPHARM CHEMIST, 169 RYE LANE, LONDON, SE15 4TL",51.46846684,-0.067176814,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Royal caribbean spice bakery, 170 Bellenden Road, London, SE15 4BW","CARIBBEAN SPICE BAKERY, 170 BELLENDEN ROAD, LONDON, SE15 4BW",51.46728172,-0.072755602,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI04,Warehouse / Store / Storage Depot,"Royal mail, Peckham Delivery Office, 2 Highshore Road, London, SE15 5AU","ROYAL MAIL, PECKHAM DELIVERY OFFICE 2, HIGHSHORE ROAD, LONDON, SE15 5AU",51.47176593,-0.07092513,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD04,Terraced,"Ruby colls house, 15 Colls Road, London, SE15 2NS","15 COLLS ROAD, LONDON, SE15 2NS",51.47504248,-0.053708344,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Rudds, 121 Evelina Road, London, SE15 3HB","RUDD & SON GREENGROCERS, 121 EVELINA ROAD, LONDON, SE15 3HB",51.46613315,-0.056563823,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"Rye express, Unit 1, 137 Rye Lane, London, SE15 4ST","FLAT 6, THALIA COURT, 137 RYE LANE, LONDON, SE15 4ST",51.46945584,-0.067710951,10013525745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Rye lane news and off licence, 164 Rye Lane, London, SE15 4NB","RYE LANE NEWS, 164 RYE LANE, LONDON, SE15 4NB",51.46777916,-0.067465037,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Rye news, 34 Peckham Rye, London, SE15 4JR","RYE NEWS, 34 PECKHAM RYE, LONDON, SE15 4JR",51.46564437,-0.066705802,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE03PS,Primary School,"Rye oak school & childrens centre, Rye Oak Primary School, Whorlton Road, London, SE15 3PD","RYE OAK PRIMARY SCHOOL, WHORLTON ROAD, LONDON, SE15 3PD",51.46452461,-0.063153926,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"S g convenience store (grocery), 40 Nunhead Lane, London, SE15 3TU","S G CONVENIENCE, 40 NUNHEAD LANE, LONDON, SE15 3TU",51.46385924,-0.06152649,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Sabinah food store, 8 Choumert Road, London, SE15 4SE","MARAMPA KAYA, 8 CHOUMERT ROAD, LONDON, SE15 4SE",51.46823962,-0.068122285,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI01,Care / Nursing Home,"Saffronland homes, 29 Fenwick Road, London, SE15 4HS","29 FENWICK ROAD, LONDON, SE15 4HS",51.46339313,-0.068701281,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Sakhi quality meat, 6 Rye Lane, London, SE15 5BS","SAKHI, 6 RYE LANE, LONDON, SE15 5BS",51.4728587,-0.070115861,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Sakisatu foods, Unit 27 K&S Indoor Market, 135a Rye Lane, London, SE15 4ST","K & S INDOOR MARKET, 135A RYE LANE, LONDON, SE15 4ST",51.46980818,-0.06726411,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Sam's kebab, 163 Bellenden Road, London, SE15 4DH","SAMS KEBABS, 163 BELLENDEN ROAD, LONDON, SE15 4DH",51.46660679,-0.072726452,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Seafood superstores, 213 Rye Lane, London, SE15 4TP","LONDON SEAFOOD LTD, 213 RYE LANE, LONDON, SE15 4TP",51.46755586,-0.066466628,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Shangeetha supermarket limited, 58 Peckham High Street, London, SE15 5DP","CRACKERJACKS, 58 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.47310631,-0.070407801,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Silver fish bar, 50 Gibbon Road, London, SE15 3XE","50 GIBBON ROAD, LONDON, SE15 3XE",51.46709342,-0.051570232,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Small white elephant, 28 Choumert Road, London, SE15 4SE","SMALL WHITE ELEPHANT LTD, 28 CHOUMERT ROAD, LONDON, SE15 4SE",51.46816751,-0.068658055,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC04,Public / Village Hall / Other Community Facility,"Solochi food and drink ltd, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH","ALBRIGHTON COMMUNITY CENTRE, 37 ALBRIGHTON ROAD, LONDON, SE22 8AH",51.46461219,-0.081606948,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"Souhampton way care home, 296 Southampton Way, London, SE5 7HQ","FLAT 4, 296 SOUTHAMPTON WAY, LONDON, SE5 7HQ",51.47550415,-0.078975563,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,Community Services,"Southwark day centre for asylum seekers, Copleston Centre, Copleston Road, London, SE15 4AN","COPLESTON CENTRE, COPLESTON ROAD, LONDON, SE15 4AN",51.46582254,-0.076992274,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Spices, 91 Evelina Road, London, SE15 3HL","CROSSWAYS CAFE, 93 EVELINA ROAD, LONDON, SE15 3HL",51.46676037,-0.055342177,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Spinners bakery ltd, 165 Rye Lane, London, SE15 4TL","SPINNERS BAKERY, 165 RYE LANE, LONDON, SE15 4TL",51.46855009,-0.067317277,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI01,Care / Nursing Home,"St andrews nursing home, 64 Choumert Road, London, SE15 4AX","ST. ANDREWS NURSING HOME, 64 CHOUMERT ROAD, LONDON, SE15 4AX",51.46794126,-0.070755302,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD02,Detached,"St. thomas the apostle church (licensed bar), 81 Evelina Road, London, SE15 3HL","ST. THOMAS THE APOSTLE CHURCH, 81 EVELINA ROAD, LONDON, SE15 3HL",51.46740674,-0.054191671,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD02,Detached,"St. thomas the apostle church (place of worship/church), 81 Evelina Road, London, SE15 3HL","ST. THOMAS THE APOSTLE CHURCH, 81 EVELINA ROAD, LONDON, SE15 3HL",51.46740674,-0.054191671,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE05,University,"Staff bar - camberwell college of arts and design, 45 Peckham Road, London, SE5 8UF","CAMBERWELL COLLEGE OF ARTS, 45 PECKHAM ROAD, LONDON, SE5 8UF",51.47411664,-0.079912243,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Star noodles, 114 Rye Lane, London, SE15 4RZ","STARNOODLE, 114 RYE LANE, LONDON, SE15 4RZ",51.46901364,-0.068161581,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Stella's groceries and vegetables limited, 154 Rye Lane, London, SE15 4NB","STELLA, 154 RYE LANE, LONDON, SE15 4NB",51.46802463,-0.067627439,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"Subway peckham, 1 Central Buildings, Rye Lane, London, SE15 5DW","FLAT D, 1 CENTRAL BUILDINGS, RYE LANE, LONDON, SE15 5DW",51.47317299,-0.070088198,10009804747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Superdrug stores plc, 38 Rye Lane, London, SE15 5BY","SUPERDRUG STORES PLC, 42 RYE LANE, LONDON, SE15 5BY",51.47143317,-0.069830446,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Swaizie food store, 1a Choumert Road, London, SE15 4SE","AUGUSTAS OFF LICENSE, 1A CHOUMERT ROAD, LONDON, SE15 4SE",51.46792699,-0.068250673,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"T & s afro cosmetics and food and wine, 213A Rye Lane, London, SE15 4TP","T & S AFRO COSMETICS, 213A RYE LANE, LONDON, SE15 4TP",51.46752701,-0.066352666,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Tastes, 12a Rye Lane, London, SE15 5BS","12A RYE LANE, LONDON, SE15 5BS",51.47265036,-0.070023859,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Tesco stores ltd, 151 Queens Road, London, SE15 2ND","TESCO, 151 QUEENS ROAD, LONDON, SE15 2ND",51.47362481,-0.057152615,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Tesco stores ltd, Unit 1, 265 Rye Lane, London, SE15 4UR","TESCO, CO OPERATIVE HOUSE, 265 RYE LANE, LONDON, SE15 4UR",51.466411,-0.065751964,10013525267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"The beer rebellion, 129 Queens Road, London, SE15 2NB","SECOND FLOOR TOP FLAT, QUAY HOUSE 2C, KINGS GROVE, LONDON, SE15 2NB",51.47392133,-0.058767192,10009796438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP,Property Shell,"The begging bowl, Part Ground Floor, 168 Bellenden Road, London, SE15 4BW","THE BEGGING BOWL, 168 BELLENDEN ROAD, LONDON, SE15 4BW",51.46731034,-0.07285518,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"The cadeleigh arms, 43 Lyndhurst Grove, London, SE15 5AN","CADLEIGH ARMS, 43 LYNDHURST GROVE, LONDON, SE15 5AN",51.47024658,-0.079714768,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC08,Community Service Centre / Office,"The camden society, 133 Queens Road, London, SE15 2ND","THE CAMDEN SOCIETY, QUEENS ROAD DAY CENTRE 133, QUEENS ROAD, LONDON, SE15 2ND",51.47368245,-0.05846054,10000816788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
