fhrs_address,DPA_MATCH_DESCRIPTION,DPA_UPRN,plot_address,plot_lng,plot_lat
"United newsagents ltd, 104 Peckham High Street, London, SE15 5ED",EXACT,2.00E+11,"NEWS MARK, 104, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.068496965,51.47368635
"Vestry fish bar, 35 Vestry Road, London, SE5 8PG",EXACT,2.00E+11,"35, VESTRY ROAD, LONDON, SE5 8PG",-0.082025831,51.47110274
"Victory food store, 82 Peckham High Street, London, SE15 5ED",GOOD,2.00E+11,"VICTORY FOOD & WINE, 82-84, PECKHAM HIGH STREET, LONDON, SE15 5ED",-0.069237669,51.47353668
"Village grocer, 178-180 Bellenden Road, London, SE15 4BW",GOOD,2.00E+11,"179, BELLENDEN ROAD, LONDON, SE15 4DG",-0.073911131,51.46582592
"Wang jia supermarket, 205 Rye Lane, London, SE15 4TP",EXACT,2.00E+11,"WANG JIA SUPERMARKET, 205, RYE LANE, LONDON, SE15 4TP",-0.066662359,51.46769398
"Welcome to jamaican village of vegetable, Forecourt After, 125 Rye Lane, London, SE15 4ST",GOOD,10000812933,"RYE LANE CHINESE, 125, RYE LANE, LONDON, SE15 4ST",-0.068329959,51.47014049
"Westminster house youth club, 29 Nunhead Grove, London, SE15 3LZ",GOOD,2.00E+11,"29, NUNHEAD GREEN, LONDON, SE15 3QF",-0.058502009,51.46592246
"Wing tai chinese supermarket, Unit 11a The Aylesham Centre, Rye Lane, London, SE15 5EW",GOOD,2.00E+11,"WING TAI CHINESE SUPERMARKET, UNIT 11A, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",-0.068681094,51.47273616
"Wing tai restaurant, Unit 15 The Aylesham Centre, Rye Lane, London, SE15 5EW",GOOD,2.00E+11,"WING TAI CHINESE RESTAURANT, UNIT 15, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",-0.068681094,51.47273616
"Yesil irmak, 107 Peckham High Street, London, SE15 5RS",EXACT,2.00E+11,"YESIL IRMAK, 107, PECKHAM HIGH STREET, LONDON, SE15 5RS",-0.068913855,51.47404393
"Yilmaz kebab, 277 Rye Lane, London, SE15 4UA",GOOD,2.00E+11,"YILMAZ, 277, RYE LANE, LONDON, SE15 4UA",-0.065762985,51.4661504
"Yogi newsfare, 123 Bellenden Road, London, SE15 4QY",GOOD,2.00E+11,"YOGI, 123, BELLENDEN ROAD, LONDON, SE15 4QY",-0.07227247,51.46781334
"Yop city le marche, 32a Peckham High Street, London, SE15 5DP",,,,,
"Young parents education centre, 18 St Marys Road, London, SE15 2DW",GOOD,1.00E+11,"18, ST. MARKS ROAD, LONDON, SE25 4UH",-0.069933859,51.39832425
"Z a afro foods, 80 Rye Lane, London, SE15 4RY",GOOD,2.00E+11,"80, PECKHAM RYE, LONDON, SE15 4HA",-0.066815004,51.46442317
"Z a butchers, 80 Rye Lane, London, SE15 4RY",GOOD,2.00E+11,"80, PECKHAM RYE, LONDON, SE15 4HA",-0.066815004,51.46442317
"Zara's tropical food store, 64 Peckham High Street, London, SE15 5DP",GOOD,2.00E+11,"64, PECKHAM HILL STREET, LONDON, SE15 5JY",-0.07001336,51.47665191
